"ruleid","sourceip4","destinationip4","sourcednsname","destinationdnsname","protocol"
"d8d57cf9-7470-54c9-a583-cbc6c3973b36","","","","{""addr"":""https://windsorproroofing.com/eei/sfitiuleaoccfde"",""allowed"":false}",""
"77b6293f-7bd4-530f-9eae-4e22c6c233be","","","","",""
"530dbd7b-2569-58a0-84ee-aa28533db76f","","","","{""addr"":""http://60.162.190.74:55678/Mozi.a"",""allowed"":false}",""
"5ee8db6e-4ee7-59c0-939d-413fb61d20df","","","","",""
"cbcc36a5-8d2a-5500-8d10-b220f41a9fdc","","","","{""addr"":""https://amanetslobozianonstop.ro/le/detas"",""allowed"":false}",""
"34908526-c073-5bdb-b324-c0b9999ce845","","","","",""
"1a7b782c-0d09-5708-86f1-8647bfe77267","","","","{""addr"":""https://capricciobylove.com/uetm/tduscvuiasaplopibtii"",""allowed"":false}",""
"b218f77a-2b4f-597d-9ade-09456c7d9dc3","","","","",""
"5ed95701-f8b0-509a-b3d6-c4987d8d2b5e","","","","{""addr"":""https://nilecorporation.co.ke/ui/lsubrdsuqoioi"",""allowed"":false}",""
"0d258250-3b75-548e-a3ad-9fc51da3d946","","","","",""
"ea56e74c-befd-5458-b041-9cbb537a051b","","","","{""addr"":""https://lbsmttcollege.com/tut/eldotore"",""allowed"":false}",""
"42e8bed4-a84a-5946-bbc1-f85f85fd1e1b","","","","",""
"33ff319d-8a59-5bc7-9d6e-767989d8a3d3","","","","{""addr"":""https://gannagyan.com/ua/insegtelidei"",""allowed"":false}",""
"b7463e4f-976c-5007-95a7-eba3063c8d27","","","","",""
"1fcd3f66-83c3-5ae6-a47e-f0a63fb45a61","","","","{""addr"":""https://amanetonlinetelefoane.ro/auv/aetdaupqetiixe"",""allowed"":false}",""
"93e92804-8da7-5220-ae32-9f20b2cb9f87","","","","",""
"293e91dd-1828-5b50-98d4-1b7f229105d7","","","","{""addr"":""http://www.cenomp.com.br/templates_c/ounnuZkKiBTqK/"",""allowed"":false}",""
"ee82ab0c-5b27-581d-8c74-c985382ca8bf","","","","",""
"190baf72-d4e5-50ad-aa2a-92ab1c546852","","","","{""addr"":""http://211.76.32.59:34391/i"",""allowed"":false}",""
"c32e4ba4-ac37-5674-b22e-b4008189d17f","","","","",""
"02378c06-d941-5f27-91b2-64023ec45e39","","","","{""addr"":""https://sohum-wellness.com/mrre/aiemn"",""allowed"":false}",""
"b781c738-b126-5be0-88d6-27c94956c5d3","","","","",""
"45198cfd-d485-544b-9527-daedce859fd4","","","","{""addr"":""http://27.215.80.114:35567/Mozi.m"",""allowed"":false}",""
"09eb01c3-e1a2-5f47-b042-944b87ac392b","","","","",""
"e505433b-e5bb-55ca-90ea-f55ff843e1d2","","","","{""addr"":""https://locasilocacao.com.br/ic/tnisnueeasapt"",""allowed"":false}",""
"410cd4cd-0d42-5e55-b184-04827f2e1246","","","","",""
"17e39a75-70bc-5f23-854d-b24f22680661","","","","{""addr"":""http://173.82.115.170/mirai.arm"",""allowed"":false}",""
"c0a80153-18ce-5c47-a639-595be4566d2c","","","","",""
"b4d1db12-820f-5b3d-a833-6a64b2508943","","","","{""addr"":""https://airportstarshuttle.com/rlo/rlrarrbooee"",""allowed"":false}",""
"99009c19-9ad0-5b5f-a48f-a5ee9d14090d","","","","",""
"9eb45989-6c2c-585f-bc37-3e70934452c8","","","","{""addr"":""https://aleletronicaimports.com/uaf/emaimenipas"",""allowed"":false}",""
"b89b38be-bd96-5b92-b934-2b9f4d16bb2e","","","","",""
"667e9cb5-7672-5b66-b6e5-92842640f5d3","","","","{""addr"":""https://furniturewalakaka.com/su/miociqomumedd"",""allowed"":false}",""
"5cc6bfd4-2d9f-5109-9771-841b0d1bbb23","","","","",""
"24f5b77c-8037-56fc-8ab5-5a76df450f13","","","","{""addr"":""https://superadventure.co.id/mq/iobcpauxlte"",""allowed"":false}",""
"ff199437-9c2d-5c00-a1ca-17c1654b10e7","","","","",""
"12932a22-8e89-5cf4-a363-e61f702aced8","","","","{""addr"":""http://180.115.40.8:35563/Mozi.m"",""allowed"":false}",""
"0b9e7108-fc0f-553d-8cfd-8af05d62a60f","","","","",""
"e8191212-258c-5bfe-8d90-ce6716f4efae","","","","{""addr"":""https://amanet-militari.ro/icea/dsctceioaaucqiabum"",""allowed"":false}",""
"71a9cd86-282e-51c9-a20a-e8d6aa5a2865","","","","",""
"d7eafe47-89f1-5602-af7d-0dbdbd487c21","","","","{""addr"":""https://kctd.org/tnms/alpmseeooutiemltvat"",""allowed"":false}",""
"95af0267-0c27-5258-a8ed-b3fb9a3a0c41","","","","",""
"cb2c2ffd-708e-547d-8ced-e468ca8f4e76","","","","{""addr"":""https://babm.in/eut/qbot.zip"",""allowed"":false}",""
"604aba42-283c-5d66-9a2c-01598bb83f86","","","","",""
"10265453-a6fe-5bcb-9d13-c952689039c9","","","","{""addr"":""https://vendorsnation.com/ntt/index.php?e=qbot.zip"",""allowed"":false}",""
"704a3526-2f21-5cb4-898e-83d89411b7bf","","","","",""
"564afe27-2375-5868-8a8c-a7d58c9eda30","","","","{""addr"":""http://115.58.188.183:36736/Mozi.m"",""allowed"":false}",""
"0102eab6-f113-5796-904c-90626f7361d7","","","","",""
"d5e6ec92-6f1a-5e0b-a45b-cec696cbd4d6","","","","{""addr"":""http://115.55.196.23:54417/Mozi.m"",""allowed"":false}",""
"635650d7-684b-5695-abf4-037e04a0fea9","","","","",""
"e3cb413f-b84d-5c35-9451-244f25e0f97e","","","","{""addr"":""https://einglobal.net/sor/offerStanley"",""allowed"":false}",""
"ca328e51-8f4a-514f-8089-0d275a8a2611","","","","",""
"224b45e1-645d-5d33-98b5-fffd4d961bca","","","","{""addr"":""https://tesouroencantado.com.br/otus/atex"",""allowed"":false}",""
"b17113cb-28b9-5d3b-8ee5-995a92203a1f","","","","",""
"3d184511-02b1-57f7-9a00-b1477564165f","","","","{""addr"":""http://109.251.89.47:24826/.i"",""allowed"":false}",""
"684b7601-ee4a-5ca9-9faf-778f88c87e30","","","","",""
"d2bca623-f1d8-5b60-874c-ec2be1b5fff8","","","","{""addr"":""http://194.180.48.9/Qqolajla.jpeg"",""allowed"":false}",""
"d1ef4571-4374-527a-9602-1f3faa548d9a","","","","",""
"c928a339-bcca-584f-9aa5-360a003eea63","","","","{""addr"":""https://electrodinam.com.ar/ign/nlsieteeeindiridci"",""allowed"":false}",""
"eee6ca8e-00b5-5e15-9c31-f21698c3a197","","","","",""
"d9738405-5a3a-5aeb-8796-d1424902854a","","","","{""addr"":""http://125.136.148.205:42260/.i"",""allowed"":false}",""
"ba5de6cc-6cab-5ebf-99f6-ea04fc0f989d","","","","",""
"1fd2167f-1ef1-5068-b031-045cb1d2b4be","","","","{""addr"":""https://evil-eye-design.de/uio/index.php?e=qbot.zip"",""allowed"":false}",""
"2238bc41-5ddb-5fc3-a6d1-63d9e962b2d9","","","","",""
"8ec0ed0a-fd46-53d1-86dc-4f3929be1084","","","","{""addr"":""https://altin.co.in/ru/stvpctoiraiusisplape"",""allowed"":false}",""
"88eb25cf-ceea-52b3-b579-d65c415303cc","","","","",""
"a0fec425-8f28-5a6b-84e1-2121a7f194f6","","","","{""addr"":""http://183.233.156.195:34796/i"",""allowed"":false}",""
"e6fdd4a7-7a07-5c55-9123-8d52e7d71b09","","","","",""
"3af556d6-ea95-5c81-a033-f3e65f6da683","","","","{""addr"":""https://ribis.com.br/meo/ideiglenste"",""allowed"":false}",""
"afcd870a-c306-5c21-9901-1aa34ae66f6d","","","","",""
"49899a62-229a-5607-b640-d8c536b489b5","","","","{""addr"":""https://cetiradentes.com.br/nut/seoixmn"",""allowed"":false}",""
"7bcaa51b-0abb-5ecc-8713-d2ad646de731","","","","",""
"43cd952c-e258-5bc7-8b96-6198e0e48e28","","","","{""addr"":""http://egypttravelhub.com/1/2.exe"",""allowed"":false}",""
"4fd53fe9-059d-519d-ba47-667aada5d15f","","","","",""
"8175de2a-fe46-5818-a09c-a0d4eb8443bd","","","","{""addr"":""https://unclebenztv.xyz/aaee/iemaanuelmosqmut"",""allowed"":false}",""
"336ddbc7-6450-51e3-b98f-4b880e5201e5","","","","",""
"0a38f811-690b-582b-b20b-859c3338b3a8","","","","{""addr"":""https://das-erp.com/ai/oaiodming"",""allowed"":false}",""
"2a7852e0-6ec1-51ce-8854-bb42ea342781","","","","",""
"cc07dab7-405e-5c28-9d94-621da1c80371","","","","{""addr"":""https://amanetaur.ro/inni/enmaqcumu"",""allowed"":false}",""
"8ab61b76-0e35-56cd-a9d8-fbba680fab43","","","","",""
"81095b00-2a23-5c90-87d7-d0a5095bf7e1","","","","{""addr"":""https://dhilloncarrier.com/oqu/eremdnusrte"",""allowed"":false}",""
"4a713111-4d84-55d5-9582-162e12fd8fe4","","","","",""
"f58acd06-fdee-5bd4-8a31-90cf265e64a1","","","","{""addr"":""https://cancunrent.com/pilt/attteiivesrreunt"",""allowed"":false}",""
"cdfaeb06-8b2e-5a19-ad4d-6655cddeea2e","","","","",""
"aa9da15d-9046-5af1-91c3-aceec377571f","","","","{""addr"":""https://projectfusion.org/iae/uedrembsostpi"",""allowed"":false}",""
"7f56efb0-b046-5e99-90d9-ee165de36e2e","","","","",""
"13785519-195e-552d-900d-1322e2021aa6","","","","{""addr"":""https://pastebin.com/raw/LyqGEkFk"",""allowed"":false}",""
"0c2832cf-ea62-5cba-b42b-3ce2309eb7b9","","","","",""
"47362f4c-526f-5e6b-907f-d14c423d1496","","","","{""addr"":""https://athenswebstudio.com/rahe/qbot.zip"",""allowed"":false}",""
"c6cd691a-7e47-5a2b-9a54-3d1f46369b43","","","","",""
"56c9edd1-a409-59e3-a9bd-df41f66bc16d","","","","{""addr"":""http://202.178.118.116:50342/Mozi.m"",""allowed"":false}",""
"71e8f7bb-8842-5e29-a389-7c514534b577","","","","",""
"2be27df5-1be8-5d14-a56f-b4b51209eb4f","","","","{""addr"":""https://furniturewalakaka.com/su/auttu"",""allowed"":false}",""
"52373c93-faa6-59a5-9a15-c5c07d926544","","","","",""
"8764bf0b-197c-525b-88f1-459c1a7476de","","","","{""addr"":""https://beekya.com/exa/index.php?e=qbot.zip"",""allowed"":false}",""
"ee70dfda-83a6-56cc-b5ca-6c11e6bbd560","","","","",""
"6beae911-64cb-59ab-9e07-77720e85948c","","","","{""addr"":""http://180.218.212.209:35645/.i"",""allowed"":false}",""
"3664bb5b-5028-5058-9530-aafc7f80e89b","","","","",""
"35eab044-a587-5a0e-bdc4-892a5ca714f7","","","","{""addr"":""https://raengenharias.com.br/ee/nusaaermudmrse"",""allowed"":false}",""
"166edcfd-dec7-5f17-a14e-071b37ff1819","","","","",""
"eef4d0e7-ef68-5813-9421-88b9a57bb7e5","","","","{""addr"":""https://aputec.com/ce/aeievat"",""allowed"":false}",""
"0e5ab448-4f24-5087-a968-0ffba6895ae2","","","","",""
"0ddb76f2-821a-5c7a-8e97-162d62c0a2a7","","","","{""addr"":""http://117.26.231.28:48176/Mozi.a"",""allowed"":false}",""
"204eab68-9256-5c79-86d5-2184566c08bc","","","","",""
"36d4469c-985d-5030-905f-3624d95d10e1","","","","{""addr"":""https://ferragemlisboa.com.br/oiuq/opliaorsmbeeaas"",""allowed"":false}",""
"24e96a10-cdfb-5a9d-b1b7-2d43f208385a","","","","",""
"5949e0c5-fbf8-590f-8162-bc154e8ee14a","","","","{""addr"":""https://villajeri.com.br/esau/trneacaccaquseucioto"",""allowed"":false}",""
"8344892e-c6f3-5d5e-aece-01301be9e891","","","","",""
"81fb9a88-7ea4-5007-9a71-204e370982ab","","","","{""addr"":""https://wah-academy.com/te/uidaumsuqci"",""allowed"":false}",""
"dbf28d3a-f61f-5430-a3f2-0454b5328875","","","","",""
"475f4daf-168a-5b0d-888d-5f8152ac076e","","","","{""addr"":""https://1kdeals.in/bel/amsiesrisgistntiiovd"",""allowed"":false}",""
"b4dff4e0-d5fb-5a6f-8572-8b0c751aff8d","","","","",""
"c713587e-6be4-5e6d-a9c9-c291c48adf0a","","","","{""addr"":""https://servotec.net/tre/oreoualmdt"",""allowed"":false}",""
"06a4749d-0c7f-5d8a-acd2-e973018a91ce","","","","",""
"9e12b9de-0bed-550b-b5bb-316527dbbaf2","","","","{""addr"":""https://skyxpres.com/iu/index.php?e=qbot.zip"",""allowed"":false}",""
"a112e716-efb2-5c56-9e37-18f5e91a430c","","","","",""
"e46699ab-457e-5552-b064-4d58b01ad87d","","","","{""addr"":""https://lifepartnersdestiny.com/uni/vdtoitpmleua"",""allowed"":false}",""
"931c38c7-570a-51d0-8606-f8b1f83ca31b","","","","",""
"52b41dfd-fc80-52bc-8fbf-cd95da01b120","","","","{""addr"":""https://sbgranites.com/oiq/obeeralt"",""allowed"":false}",""
"a65d66cc-a784-585b-b259-f656aedb54bb","","","","",""
"569e65ed-ea23-5e97-9e0d-91ca4fd8e467","","","","{""addr"":""https://aecid.bo/dqui/qbot.zip"",""allowed"":false}",""
"6e174bcb-b4e4-570a-ba89-e5db0306aba0","","","","",""
"b07bcef2-e62f-585f-8502-7e8f4e305f0d","","","","{""addr"":""http://45.147.231.42/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/msvcp140.dll"",""allowed"":false}",""
"bf0f1720-8cbf-5d24-8c10-6b3b39f561fd","","","","",""
"ba3064a6-bda0-5fd5-b722-21bd8493226e","","","","{""addr"":""https://starlightsfoundation.com/siie/qakbot.zip"",""allowed"":false}",""
"1519d5b2-6249-53d9-b946-9108c158804f","","","","",""
"3c56a487-c52b-53e1-9f8c-0b1f8200389b","","","","{""addr"":""https://eschoolmanagement.com/rmrs/umoibqrolsaia"",""allowed"":false}",""
"cfa7f693-8bf2-5fa2-92a1-30da3e58b17e","","","","",""
"695e4b3a-3189-5852-9940-20032fcc04d9","","","","{""addr"":""https://kaarnival.com/sspr/qbot.zip"",""allowed"":false}",""
"7bdfb236-f504-5191-b7b2-ecfe921208a7","","","","",""
"a6aa07fe-c4bc-5651-ac39-601a535ce988","","","","{""addr"":""https://aleletronicaimports.com/uaf/iiallaiaotlmndtumu"",""allowed"":false}",""
"3cd6d202-5fd5-54f6-88c1-392b88f23042","","","","",""
"2c9e8f25-1284-5207-8787-cf81c2777d02","","","","{""addr"":""http://pioneerhomearch.com/oa/uiqanosim"",""allowed"":false}",""
"459d8746-3518-5779-a0a6-98897a53f9f4","","","","",""
"7862e969-a0a8-51df-b9c1-c0e4994c3e4e","","","","{""addr"":""http://208.67.105.179/obizx.exe"",""allowed"":false}",""
"162862ee-cbac-5d3a-b002-8d2703bb5b48","","","","",""
"6f07667a-8cd1-5d6d-ad94-ecaa2465f0db","","","","{""addr"":""http://1.246.222.109:3454/i"",""allowed"":false}",""
"e13e0198-a63a-5c2a-8d48-f246df513860","","","","",""
"e7e942c7-513f-5826-ac01-61f275c6481c","","","","{""addr"":""http://www.cellas.sk/wp-content/themes/Corsa/fonts/1c.jpg"",""allowed"":false}",""
"522ff4bc-53f6-55b7-abb2-7950a9ed7078","","","","",""
"53e04eab-6f66-5cce-82f6-34575bbe9bdc","","","","{""addr"":""https://sensitiveag.com/su/iitiavelfocf"",""allowed"":false}",""
"279d57f7-3771-5afc-8ff9-d9a684cb433c","","","","",""
"5f08eeb6-f837-5bc1-9d15-d73e3728e2db","","","","{""addr"":""https://grootup.com/iq/uqiuqasumesi"",""allowed"":false}",""
"e711c0e4-b446-530f-9f89-ad598952ee31","","","","",""
"239ed7be-9fe9-55af-8faa-7ec28635cf73","","","","{""addr"":""https://servotec.net/tre/tofgeuis"",""allowed"":false}",""
"aa692e52-56d9-50ca-ae5e-bf0279c8479c","","","","",""
"47542378-83f5-5475-b59b-8dc3034b2f20","","","","{""addr"":""https://addysbiterestaurant.com/ifce/offerFinkelstein"",""allowed"":false}",""
"8037237c-d59c-547b-8cbf-cfa2879d631d","","","","",""
"10f34a40-7ad8-5c2d-a05f-a95f342a8df7","","","","{""addr"":""http://84.1.35.177:39714/.i"",""allowed"":false}",""
"c0749724-2f12-5e2c-925b-4adaf4c504a7","","","","",""
"c4b3464e-b305-58c5-bf44-ca0f192c4b80","","","","{""addr"":""https://seap.com.br/cmf/soquit"",""allowed"":false}",""
"622da0e5-de62-5a4b-9549-87577119b747","","","","",""
"242debbe-fc04-5b3b-9139-60667abd1ee0","","","","{""addr"":""http://data-file-data-7.com/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/softokn3.dll"",""allowed"":false}",""
"c26ca461-73e9-5abd-ad02-0e3723fc4954","","","","",""
"2a62622a-bbeb-53d4-8f48-03ce12fa668d","","","","{""addr"":""https://bitbucket.org/alex222111/testproj/downloads/a111.exe"",""allowed"":false}",""
"b0f6ce41-2210-5f99-9ac8-d1b2cbfd995e","","","","",""
"ff3f0603-9f0b-564c-92af-607c13b8db24","","","","{""addr"":""https://amandavettorazzo.com.br/pu/ainieqistu"",""allowed"":false}",""
"3cf43d6b-0e9d-5158-8410-29a29e4c5b4b","","","","",""
"dd8893e7-821b-5549-890a-5d478df24ed5","","","","{""addr"":""https://muranoresidencial.mx/ure/isiltol"",""allowed"":false}",""
"2c6ca35a-750d-5e41-820d-325b3f36a85f","","","","",""
"6261d0a0-1fc8-504c-850b-078e02c15378","","","","{""addr"":""http://89.72.147.92:47366/.i"",""allowed"":false}",""
"4f212cf6-aa00-5aed-b752-e4e660ec5717","","","","",""
"d6ea1386-b00c-5495-adfb-adb9c457a02d","","","","{""addr"":""https://mubarikimpex.com.pk/tedo/gtmanesi"",""allowed"":false}",""
"68fd04fc-8907-5762-bf42-b079c7259eb0","","","","",""
"45b87e4c-cdc6-5370-81dc-3bc0747c3317","","","","{""addr"":""https://alsharafi.com/aftu/uetaleslrtpn"",""allowed"":false}",""
"1a903bdf-3b6c-5af1-a45a-09c7724b2aad","","","","",""
"a9f2a3a2-be68-5843-888a-e4dfd14e32ba","","","","{""addr"":""https://doutoradeisenunes.com.br/infa/tuigisnif"",""allowed"":false}",""
"8b5d5de6-a2e9-5134-a282-1eba90014a3d","","","","",""
"71ad9d7f-1f7d-56fb-828b-926df891765e","","","","{""addr"":""https://superadventure.co.id/qi/offerWynn"",""allowed"":false}",""
"5334c724-aa89-5fae-8905-ba30588802b1","","","","",""
"e0dd4e99-ba8c-50b8-88bf-b445aad15f7c","","","","{""addr"":""http://210.209.175.157:38169/.i"",""allowed"":false}",""
"68a8800e-fc8a-57ef-b330-351697949a5c","","","","",""
"13198cb1-d7b9-5c7b-9f3b-99412c641b9b","","","","{""addr"":""http://49.67.53.102:38534/Mozi.m"",""allowed"":false}",""
"409829da-51c5-5854-b7c6-c6c6b5c1f5cc","","","","",""
"6bba97be-b9d0-55a9-9b2f-0480bde2cf99","","","","{""addr"":""https://educacionjpediaperu.com/crn/pvtmmeoaluettua"",""allowed"":false}",""
"21310e69-7f56-549e-950d-19f08c255847","","","","",""
"b3c83c66-9ed5-5884-8bdf-d55a03487c72","","","","{""addr"":""https://invitron.co.in/qnau/enmui"",""allowed"":false}",""
"bfed51cb-2ce0-5f0d-880a-82aa84b01105","","","","",""
"8e0f1b6b-38ee-5eac-8846-526a0756677e","","","","{""addr"":""https://mambaululum-utama.org/mrut/omtoraduel"",""allowed"":false}",""
"e6fad7bd-b387-5514-baf2-27df7e189df4","","","","",""
"3a9e08ab-bd32-5201-a869-fc3d7bfe4607","","","","{""addr"":""https://shabbirenterprises.com/iie/ctetoruiattecnhre"",""allowed"":false}",""
"ea496b24-ea5e-55fa-8554-5a9b7012aa48","","","","",""
"0718c442-de12-56bd-8b12-6515605dd090","","","","{""addr"":""https://aishiindonesia.com/snte/sseeoiu"",""allowed"":false}",""
"4725db75-09c0-5e24-a057-d60fa25f8fae","","","","",""
"d8f4fa12-3d54-51db-9750-fad0dd200f36","","","","{""addr"":""https://carpetcleaningwestgeorgia.com/dn/silnemqiiaum"",""allowed"":false}",""
"c61f4afa-937c-532e-b833-147b0f03fb97","","","","",""
"d3c9864f-8ffd-5297-ae12-900e5d42d063","","","","{""addr"":""https://innova.com.bo/aoo/imlqaulu"",""allowed"":false}",""
"895f7af8-ab9f-56c1-9b9e-0520fc39fb96","","","","",""
"d816bd01-af12-53ba-a745-792d178be776","","","","{""addr"":""https://raw.githubusercontent.com/HelloXSploit/OTTE-LOCKER/main/Otte-Locker.exe"",""allowed"":false}",""
"f44ea9fc-b7ab-5b71-93ea-b25703515722","","","","",""
"766700bf-d714-59c7-9334-718d5ecab8e3","","","","{""addr"":""http://beylikduzubigmamas.com/re/oslaitueslanml"",""allowed"":false}",""
"221aeb83-8903-5c5a-9e59-f012bca61ba0","","","","",""
"3c630da2-6ba5-50cb-ae9a-69d5b45e1d79","","","","{""addr"":""https://dnavasai.com/et/nuqidiegile"",""allowed"":false}",""
"11b099b6-2bcf-5fc0-baf8-9f767975d2c4","","","","",""
"46dd0fe8-32f5-55bb-8b78-a835bcc826be","","","","{""addr"":""http://112.248.28.36:39853/Mozi.m"",""allowed"":false}",""
"ec1f3e61-6b2c-59b4-9244-2b41a9b0919c","","","","",""
"b4d7924c-b0ed-58f8-9702-1a49136c3b17","","","","{""addr"":""https://delgadiglobal.com/eaet/aptturreia"",""allowed"":false}",""
"1e5e5ebd-b52b-5ad3-9c59-aee309a33710","","","","",""
"3e5413ca-aef8-5c27-9332-4e960af2abb3","","","","{""addr"":""https://ciproco.com/ai/retnorrus"",""allowed"":false}",""
"ad7e688a-a1c3-5a81-be0b-e273b785ea78","","","","",""
"4bb9ea9e-20a5-5353-9495-ee5e2fa19c01","","","","{""addr"":""https://farsnews24.com/unsi/isqutes"",""allowed"":false}",""
"d4927cee-2b6b-507e-b85b-285808e5776c","","","","",""
"f0079f01-ae15-5e25-9b79-ac3560093b0d","","","","{""addr"":""http://66.57.55.210:54699/.i"",""allowed"":false}",""
"97fe7f6b-1b81-5bc0-a597-78bcb44c2b4a","","","","",""
"9febb6c0-8841-55e8-a8b6-0e7ab47a9181","","","","{""addr"":""https://nzbeachweddings.com/iev/offerPumphrey"",""allowed"":false}",""
"fe61761c-e3ea-52fc-9211-6733a742bb02","","","","",""
"51561944-7245-54f2-af2c-208112add38c","","","","{""addr"":""https://laurateixeiraadvocacia.com.br/ilda/aaiiilshnl"",""allowed"":false}",""
"3f8fca06-ae30-53fe-9b81-48bb3fe3d9b0","","","","",""
"29e4117a-37f7-517a-9702-54e7c4d480f7","","","","{""addr"":""https://eliteboxing.com.ph/au/idoumcsquu"",""allowed"":false}",""
"1a296764-4483-5b4c-82f3-1bd24faa5266","","","","",""
"a8774aaf-2d12-5ce5-9960-f566a5653621","","","","{""addr"":""https://pastebin.com/raw/J8eGjKvy"",""allowed"":false}",""
"35e3c05f-1da2-5833-8889-bc8c23cc5abd","","","","",""
"09b42f37-8af1-510c-838f-349247780680","","","","{""addr"":""https://escolamorumbimoema.com/qou/itadxatseveulopp"",""allowed"":false}",""
"c3ee3fd8-d314-5c79-8142-2b1de9f02333","","","","",""
"0ff8842a-019d-5f06-9794-87676c133248","","","","{""addr"":""https://infinityidea.com/qu/tandeusepriems"",""allowed"":false}",""
"54ba56a5-d407-51aa-b5c1-7ab870474ed4","","","","",""
"460af46b-a1df-56e0-b230-9d7c232f3e84","","","","{""addr"":""http://79.11.164.51:32561/.i"",""allowed"":false}",""
"fc878bd0-9ea7-538f-8ebf-85e56e0b14e8","","","","",""
"64eafc5e-36f0-5232-878d-36a8519d94af","","","","{""addr"":""https://lynxus.com/usq/teadipitcuae"",""allowed"":false}",""
"ae14d2b0-d9de-5266-ad87-a70da9ad16f4","","","","",""
"d1f3c6dd-b7a5-569f-93e1-e3d6947da70d","","","","{""addr"":""http://39.87.209.217:42625/Mozi.a"",""allowed"":false}",""
"f9066de8-f4bd-584b-ba0a-197b2de0f8f4","","","","",""
"ea5b6339-2398-575d-a2ab-4019dfe85b8d","","","","{""addr"":""https://polimar-const.com/ml/offerLocatis"",""allowed"":false}",""
"e532cde2-5197-55bc-be30-d0fc3ae69c18","","","","",""
"384dbdd5-a942-540c-b355-12464d144a46","","","","{""addr"":""https://al-abrarmahabbah.com/ilra/mximeate"",""allowed"":false}",""
"32b35d98-b5a1-57ee-aab8-c4c687594d72","","","","",""
"28193436-ab7a-53ee-8ef4-23b64dbd389e","","","","{""addr"":""https://apexfreights.com/so/gneamaam"",""allowed"":false}",""
"9e19618d-fe64-5d61-92ac-4fa20441933b","","","","",""
"5d0d31e8-d309-5b83-8b0a-a994a4cb0b63","","","","{""addr"":""https://dhillonbrothersexpress.com/it/onptsuseqiciauacdri"",""allowed"":false}",""
"d37ef96a-6edf-5b5e-a0c9-46fdb572ed5d","","","","",""
"4fe323c6-8ffc-5ee3-ac74-84c69f953514","","","","{""addr"":""https://neuronimbusinteractive.com/erru/casaauuuiembqrnsded"",""allowed"":false}",""
"c0f93886-a75c-592d-bc02-ea956562950e","","","","",""
"e272a2d8-106f-5573-bbf2-012f5f4505b1","","","","{""addr"":""https://megabrownie.com/tr/tfiuegaa"",""allowed"":false}",""
"407262d6-2a69-5417-8efc-79812a4cb1f7","","","","",""
"9725b4bd-0c06-5d01-9c42-6a5264b4777a","","","","{""addr"":""https://apacoop.cr/aasi/isbaorreitielvt"",""allowed"":false}",""
"3f4ce7cf-39e9-5ac9-be5b-0b38db258fa4","","","","",""
"700a0dc4-bff4-56ea-87c4-c3bc83632316","","","","{""addr"":""https://pulsenews.com.ng/ns/lviniematg"",""allowed"":false}",""
"b1ffb35e-d292-5935-ae30-5b63be3c76c2","","","","",""
"6cea0031-6a3b-57c7-99cc-b6607299d277","","","","{""addr"":""http://101.51.121.206/scripts/23"",""allowed"":false}",""
"ad03f1dc-ab16-5444-a8ab-000871299e0c","","","","",""
"b60d7a86-9b3e-515d-82a3-72198950b931","","","","{""addr"":""https://musicc.app/ont/rrtterueenro"",""allowed"":false}",""
"ced8bdd8-66eb-562f-b479-8ad00e4cf30c","","","","",""
"3ef698b6-c6b4-58bd-933a-a1cc73bb1863","","","","{""addr"":""http://95.141.231.247:45415/.i"",""allowed"":false}",""
"4c4afcc9-0916-521a-a0b1-06cc7735ab1c","","","","",""
"7ccee10f-3157-534a-8276-33d50425e7ae","","","","{""addr"":""https://almas-beauty.ir/re/qbot.zip"",""allowed"":false}",""
"822ef8ca-70f7-5f37-88f7-b379d6631e8e","","","","",""
"33c337ad-33c4-5fd1-9597-cc6540a8e54b","","","","{""addr"":""https://idomalegendsaward.com/al/enomsist"",""allowed"":false}",""
"064ededa-0cc8-5b88-a2ae-6ffb3258d94b","","","","",""
"b183b804-b6b5-56ac-99da-5efc51a24c7e","","","","{""addr"":""http://77.73.134.245/lego/20K.exe"",""allowed"":false}",""
"d91cada1-4dca-5eea-a1e2-f61987fd4af1","","","","",""
"b59cad65-46f1-5023-9220-3bdd31f8ed99","","","","{""addr"":""https://igo77.com.br/btsi/osnetmi"",""allowed"":false}",""
"7e76f1e0-2897-5aa4-b808-99fc33569c7e","","","","",""
"1281e817-d1be-5d81-88b0-0b9a210176d4","","","","{""addr"":""http://182.155.62.133:58723/i"",""allowed"":false}",""
"b3cb91d4-a900-514a-bbf0-b358a249d5d6","","","","",""
"cf884bae-f65b-5997-b215-cdca26720e3a","","","","{""addr"":""https://movingpixelsstudio.com/pa/rotpoursn"",""allowed"":false}",""
"ae4169fe-6798-5149-83f1-d9887068973b","","","","",""
"9cd49b5b-fb2e-5911-88f9-978a866d2eb8","","","","{""addr"":""http://99.107.113.242:10916/.i"",""allowed"":false}",""
"db715a7c-1a3e-53f2-bd82-1022e19d4fae","","","","",""
"747c494b-d9cf-5a36-b411-84cdb8dd8069","","","","{""addr"":""https://learnmedia.in/tssd/iasmnod"",""allowed"":false}",""
"65da358f-2956-5149-b73c-01612d4e3a18","","","","",""
