"ruleid","sourceip4","destinationip4","sourcednsname","destinationdnsname","protocol"
"e13ed408-9781-5e4d-ba2b-8f45368a97fe","","","","{""addr"":""http://176.240.18.92:11418/.i"",""allowed"":false}",""
"ad48bb03-9187-558c-87a1-abd8c9706ffc","","","","",""
"df14aad7-f609-52ca-a909-a13fe2ec1e0f","","","","{""addr"":""https://dasshopi.in/iesa/prtnsrtsaaiue"",""allowed"":false}",""
"ea686a3a-85a1-5404-8b5e-427cdda27692","","","","",""
"7c52914b-7968-58b5-9f9d-14c40cc8ca91","","","","{""addr"":""https://lionhug.co.za/nmsi/offerSwenson"",""allowed"":false}",""
"a0f0da78-edad-5cf0-9bf8-6a75a6877b7f","","","","",""
"fdfd7cf4-d9d8-5e22-807c-8c353a33c0bd","","","","{""addr"":""https://alqadihospital.com/eint/offerNarin"",""allowed"":false}",""
"e7c8d7d6-12a0-537e-abce-5072e5add70f","","","","",""
"1704960b-31a4-5558-9bfd-e2b34d6e8a99","","","","{""addr"":""http://92.52.217.11/msncloud/csrss.exe"",""allowed"":false}",""
"3b1756b7-ebac-5e15-8e04-7405c0e86dc1","","","","",""
"3ff7cceb-9e83-5d53-82f2-74d8d375e0a1","","","","{""addr"":""https://serve9ija.com/si/iuosftcfiai"",""allowed"":false}",""
"ed7e0aa1-4ca2-501b-8f35-9250a57a0741","","","","",""
"0a7815e7-d673-53ce-ba1d-678f1af8213e","","","","{""addr"":""http://124.156.2.226/assailant.ppc"",""allowed"":false}",""
"00071f12-2118-5d71-803f-1f21aef3580d","","","","",""
"1ef8320f-7053-5d9e-bddd-5affce4705ab","","","","{""addr"":""https://pacwebdesigns.com/images/5mu613-mat6-3245/"",""allowed"":false}",""
"c3422592-487e-575c-9773-3110a340fdff","","","","",""
"298bb17e-596b-5f99-918e-ecf5d3157535","","","","{""addr"":""https://alcancylinders.com/ae/rnieietdaaesbuscd"",""allowed"":false}",""
"55963503-5f72-537b-8327-b91b4a3aab63","","","","",""
"87fc1615-4327-5c10-8e59-47b43a986003","","","","{""addr"":""http://192.3.194.246/Bndzk.png"",""allowed"":false}",""
"503974a8-d4fa-5ba1-a9c6-1d73d0be81f2","","","","",""
"1a69ee3d-8885-563a-b472-1051c943d77b","","","","{""addr"":""https://pamicecream.ir/ermr/qeatudai"",""allowed"":false}",""
"ec7db889-0bfb-5414-b5e7-cfe2bd81bbc8","","","","",""
"483de7cf-9222-5e8f-9919-25eb5c981f7b","","","","{""addr"":""https://furniturewalakaka.com/su/moaprliuoarq"",""allowed"":false}",""
"f90439b9-88b0-521a-a24e-bcf584c266d1","","","","",""
"7e7754f0-b655-52e0-86ce-43e4e3d9e49f","","","","{""addr"":""http://43.249.233.111:65224/.i"",""allowed"":false}",""
"f630c9a7-d5fd-54c9-80f8-24145dc6975a","","","","",""
"e1ba629b-7a9d-517f-94f5-d04dbc54c5f9","","","","{""addr"":""https://chbea.edu.np/pao/rnsoceaaddmeui"",""allowed"":false}",""
"6f9513ef-1f35-5442-94fe-9604ea270f37","","","","",""
"22a534fe-884b-5c34-9eb4-2070a7ac4cb7","","","","{""addr"":""http://thebakerspride.com/on/tieaoisranmp"",""allowed"":false}",""
"033dcbf4-4c75-5f89-8b92-70e453cc49a4","","","","",""
"2f123b86-0fc5-5615-895a-3c1c71717c18","","","","{""addr"":""https://mhdigitalpro.com/ti/lmidaitciiotlisnot"",""allowed"":false}",""
"c45a3ad9-c85d-5ac0-a6fc-17bb41560cd4","","","","",""
"845f11e3-a57a-54e3-a08f-e4f8f6ef8dec","","","","{""addr"":""https://terraverde.com.ec/dso/virstceeuqlutona"",""allowed"":false}",""
"1852b686-5ae8-5633-9dd3-2d59116424a8","","","","",""
"9ca10abe-850a-5a0f-8c51-b62558e07704","","","","{""addr"":""http://karimgousa.ug/zxcvb.exe"",""allowed"":false}",""
"69775cae-c57f-52be-b522-7bfef35af603","","","","",""
"5c9403b0-56e9-5cc1-ab94-1dc00fb74e91","","","","{""addr"":""https://laweb3.com/io/tunpreaotcctaersaihr"",""allowed"":false}",""
"9f78007f-ccec-51de-8fc5-b91b2cdff58e","","","","",""
"c6a959ab-7454-5b75-b16b-cbe1df62ba1d","","","","{""addr"":""https://bminfotech.co.in/etrm/uiauqt"",""allowed"":false}",""
"518403f9-feea-5c5d-903e-bb9035b1afbe","","","","",""
"1a1a45a6-4207-5c0c-923a-ee8f2c22ef32","","","","{""addr"":""http://123.9.112.8:33121/i"",""allowed"":false}",""
"3ac22df5-830d-5bd0-9f15-4eb865edd7f4","","","","",""
"7de07dfb-83b7-5d9b-acce-d224b2b96229","","","","{""addr"":""https://besthouseclearancestafford.co.uk/tps/eaurssopeobidl"",""allowed"":false}",""
"94e3ca87-0265-5b4f-b500-0646283dfcce","","","","",""
"e65ee7ca-7708-55a9-bc9a-07ae23c87860","","","","{""addr"":""https://oplexx.com/mmi/index.php?e=qbot.zip"",""allowed"":false}",""
"952d7300-b4e4-5e03-be5c-cbaa8a55119d","","","","",""
"7e3f0762-28ff-58f1-888f-8fc88a73ce0f","","","","{""addr"":""https://salamehtrading.com/saa/riutdeqnuse"",""allowed"":false}",""
"55b0debc-2df1-5867-b279-14c138e9dc6f","","","","",""
"7a728ef6-6a29-5ada-b6cc-8bb40f21bd15","","","","{""addr"":""https://goldlabeldesigns.net/oee/asseotninrippic"",""allowed"":false}",""
"d1f5f961-523d-5562-9619-3dae58d7ae92","","","","",""
"bc438119-d615-5d5e-a650-3388329da5a4","","","","{""addr"":""http://107.182.129.219/.billgates/b4ngl4d3shS3N941.sh4"",""allowed"":false}",""
"de801653-c2d4-595c-8a1b-330b9e6abf30","","","","",""
"d999c1f7-a6b4-5fc6-9ec2-0a029be8308b","","","","{""addr"":""https://gulmargriders.com/itc/qakbot.zip"",""allowed"":false}",""
"62b40794-eccd-52ae-887d-0587e0851452","","","","",""
"4edc0bc2-7ab2-54eb-9156-827f69e343a5","","","","{""addr"":""http://79.137.192.29/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/vcruntime140.dll"",""allowed"":false}",""
"856e37f3-9b07-55cb-b5f9-9d19e5d11013","","","","",""
"a67f321c-c04c-5ee4-9c58-3e1b3dc75aac","","","","{""addr"":""https://dev.sebpo.net/theme.sebpo.net/wsong/Scan805218.doc"",""allowed"":false}",""
"8f1fae23-fbee-5a2f-af0d-8791240fd12e","","","","",""
"1cd59fab-d251-5f27-baf9-3a6d94dd8d02","","","","{""addr"":""https://apexfreights.com/so/ofificetis"",""allowed"":false}",""
"cc36a3a0-d739-5215-a5ac-006b3c0073c1","","","","",""
"c17989d8-9b1a-5840-ac34-15dddb99343c","","","","{""addr"":""http://gotovacoil.com/admin/Encrypted%20Client%20OG.jpg"",""allowed"":false}",""
"0b62798d-15a5-5ea1-9bd2-e917a968036a","","","","",""
"62166d63-260d-5906-ac00-6839657d7f9e","","","","{""addr"":""https://aziz-techno.com/mei/emspueea"",""allowed"":false}",""
"8f84633d-0765-51ae-aac4-5755c8ba79ad","","","","",""
"2e765444-a02b-5176-a97d-62470ff18e09","","","","{""addr"":""https://citycont.com/eno/qmiaudseuqi"",""allowed"":false}",""
"d8a6025d-8b41-5430-9189-d15aac0d36c0","","","","",""
"3d04b2f0-0f8b-53b7-8256-b4a3ef7ef1d7","","","","{""addr"":""http://119.186.210.143:58371/Mozi.m"",""allowed"":false}",""
"46fb6a68-2ef4-527c-a41e-10cfad17e684","","","","",""
"0dc6ce24-d5bf-5a35-a462-3c475910bac4","","","","{""addr"":""https://pcwebcr.com/mn/qakbot.zip"",""allowed"":false}",""
"c7803be9-6c9c-5dde-a2b5-86edaa016f1a","","","","",""
"57dc4b2d-3c26-54b3-8ac4-90cc8e4c9e1e","","","","{""addr"":""https://waytowebeducation.com/sm/aottmea"",""allowed"":false}",""
"2f3179f5-a23c-52d0-a1be-45955e33f05e","","","","",""
"1e4a44e9-55df-5745-867e-67e0f34dfbe8","","","","{""addr"":""https://ayushmaanbhavahealingcenter.com/tsa/qakbot.zip"",""allowed"":false}",""
"78ed5d9f-61c4-537d-bfb5-bc3e6afb1abb","","","","",""
"de4925fc-dd09-52d7-b581-9569ed287790","","","","{""addr"":""http://makeupuccino.com/socials.php"",""allowed"":false}",""
"b286dd27-7cab-538c-888a-07bffefc6938","","","","",""
"18024949-4818-5d46-8a85-9ec552d2a848","","","","{""addr"":""https://raengenharias.com.br/ee/itaicrpspistee"",""allowed"":false}",""
"23f48831-7667-52e9-8fe5-6e681e8ee8e6","","","","",""
"104e756a-f999-54f1-906c-b59cee43efbb","","","","{""addr"":""https://dhillonbrotherstransport.com/vo/apeieatxolirtscvib"",""allowed"":false}",""
"747db671-28a3-553c-82d4-b8d668d36fa7","","","","",""
"5e009fc9-4928-5c3d-b9d0-420064738fd8","","","","{""addr"":""https://yantrait.com/lut/innutcdonni"",""allowed"":false}",""
"8c4fba5b-cdfe-59df-a169-f3b2a5ad183b","","","","",""
"39d8df54-8d88-57a6-a987-aed06224f0c7","","","","{""addr"":""https://childrensoralcare.ca/in/totmatrvesatii"",""allowed"":false}",""
"4ed81f6a-b50a-5f4e-9e18-14c526eaa291","","","","",""
"28574549-4489-574b-a3a7-ef0cc25fe859","","","","{""addr"":""https://kbkart.in/ut/otlnmsanoise"",""allowed"":false}",""
"f0e96dcd-c9cb-52db-a96f-551e1dd0c279","","","","",""
"26c794ee-1027-5f60-a25a-2ff0ebefcd23","","","","{""addr"":""https://suavewellness.in/ate/qbot.zip"",""allowed"":false}",""
"324fadea-62bf-51af-80d7-630870340ffc","","","","",""
"9644b5bd-7cba-5377-8ee2-7705ca0f678e","","","","{""addr"":""https://sh4r3dfilesoncl0ud9.cf/uba/offerManko"",""allowed"":false}",""
"7cafd5e0-c290-5d2f-8702-a572b9d41d2a","","","","",""
"75cf6d3a-195f-5085-a825-844e3a2cef0f","","","","{""addr"":""http://88.119.171.176/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/msvcp140.dll"",""allowed"":false}",""
"960fbf1d-70f3-5ac2-93da-5601f5cb9e5c","","","","",""
"639f4be9-f843-5f14-bb3b-1456cb7496bb","","","","{""addr"":""https://vintariusdorianltd.com/fuel/casquih"",""allowed"":false}",""
"47a71237-283c-5dad-877e-68c8e595041a","","","","",""
"304ca0c2-5456-5795-808e-78388de1c026","","","","{""addr"":""https://kwintessentials.com/niui/offerAureo"",""allowed"":false}",""
"becf6ef0-d2b3-52e8-9db3-8f0f1b3c51fd","","","","",""
"bca2f97d-9e9b-5bac-bd2f-42bc7a3a4a57","","","","{""addr"":""https://danmannuelgroup.com/ui/index.php?e=qbot.zip"",""allowed"":false}",""
"2a9bc504-b40c-514f-a9ba-3a76fe85f92e","","","","",""
"0ec4eb9e-dd33-55fa-8c18-a3dc8a6b6a71","","","","{""addr"":""https://soulproduction.co.id/ncum/apsroriidseapiscie"",""allowed"":false}",""
"0a9ebd7b-0660-59fa-9ebb-6f25c2b05c97","","","","",""
"19440dd3-eca5-5d9f-aa6c-098ed1bcfc8f","","","","{""addr"":""https://alqadihospital.com/eint/uett"",""allowed"":false}",""
"9b03a92b-070f-584b-8155-069d6dca7ad2","","","","",""
"d9eb2d7d-691e-592b-972f-cc64d281bee9","","","","{""addr"":""https://farmstoglass.in/sre/taumqe"",""allowed"":false}",""
"34af1da0-d225-517e-9251-2d0e77551d69","","","","",""
"cc417a92-5625-5c4b-87c5-f3def29b393c","","","","{""addr"":""https://agenciawebjob.com.br/tu/imlohialtci"",""allowed"":false}",""
"cda04ee0-361f-5287-9da3-9f5ce16f6a13","","","","",""
"1a710f65-18a5-5cf3-a0fc-305766947bf2","","","","{""addr"":""http://misterson.com/wp-content/themes/2"",""allowed"":false}",""
"633bfccf-8540-5478-822d-e3bebf5cb51c","","","","",""
"bd0b464f-e9d1-5efe-bfe4-138b5842b4ff","","","","{""addr"":""http://cmsloka.com/etd/tctioncbisneaiststidesiu"",""allowed"":false}",""
"99da1acd-b54e-51e7-ac75-6873e0781033","","","","",""
"296ca22a-2907-5330-94de-128f3690e573","","","","{""addr"":""https://drrajuldesai.com/ari/offerThrasher"",""allowed"":false}",""
"987e499c-a4e0-5b29-af82-ac004290e72e","","","","",""
"e6b24aaf-9387-537f-ad54-de6d373a16e6","","","","{""addr"":""https://sites.google.com/site/stormqk/dn/StormAgent.apk?attredirects=0"",""allowed"":false}",""
"786da501-5849-562d-ae08-2c3d92b5ac47","","","","",""
"340f4f3b-7485-5d22-ad81-3d75b2dcbfff","","","","{""addr"":""http://bins.3732g6dg.ws/bins/bin.arm6"",""allowed"":false}",""
"dad5f464-7187-511b-a052-c8a368d17e3b","","","","",""
"712b2242-d477-5ef5-958f-257bfd5f4e78","","","","{""addr"":""https://hostingblade.com/qi/ttaeeaeb"",""allowed"":false}",""
"cc26578b-90ec-5d97-a4fa-e1e3a327e11d","","","","",""
"2bd56e6a-e228-53b2-af14-89b899a7711f","","","","{""addr"":""https://onliterario.com.br/tau/baeatemaet"",""allowed"":false}",""
"a422af13-81e1-52ab-8291-75012df63874","","","","",""
"2b21df72-25ad-5392-9e13-38bfbd11627b","","","","{""addr"":""http://194.180.48.203/Efkvzezwvgi.jpeg"",""allowed"":false}",""
"a5c06371-7177-5b8b-b6ce-fde126cb43a0","","","","",""
"4cbf3a58-71db-5d3f-ba0a-50fcbe4d7c5f","","","","{""addr"":""https://insizatech.com/tiu/dloroidme"",""allowed"":false}",""
"9970ee53-1f34-5ecc-827d-e1b2030d7722","","","","",""
"66220fb2-5c40-5a56-895b-9f1bfbf36994","","","","{""addr"":""https://amanet-telefoane-gorjului.ro/oi/supioqa"",""allowed"":false}",""
"5c458a22-46be-5b5e-b6fb-c21df4e9502b","","","","",""
"6f3800e2-7c21-58d7-bf27-70811b0d9e93","","","","{""addr"":""https://sunshinetomob.com/rume/tmttuuavpalou"",""allowed"":false}",""
"06710986-dc18-5914-a0cb-d0a9ae729652","","","","",""
"043cf1c0-0efa-5855-921c-98b3d1f0123e","","","","{""addr"":""http://111.185.124.170:45083/.i"",""allowed"":false}",""
"f5601dbc-4adc-57f0-8d25-227386a8f54b","","","","",""
"86c6c8e8-7fcb-5f00-b39d-4916dc873be9","","","","{""addr"":""https://oman-ies.com/ate/eipnreeirmhdatreexm"",""allowed"":false}",""
"f5091c28-b3bf-58d6-80d6-b938c7f1b498","","","","",""
"c5765972-afa9-550d-b1b8-f93be32c2bd4","","","","{""addr"":""https://raw.githubusercontent.com/waweyla/GameWear-Hwid-Spoofer-Source-Code/main/GameWearSpoofer/GameWear%20Spoofer/GameWear%20Spoofer%E2%80%AEnls..scr"",""allowed"":false}",""
"9db93a3f-6c78-555f-a700-b9116c43412a","","","","",""
"2e57f5ba-7e27-5a28-a8de-f62eef9dabfd","","","","{""addr"":""http://loja.eulillian.com/wp-content/plugins/jkezivm/loader/uploads/software_Lrdlcjnw.png"",""allowed"":false}",""
"2defc3a0-ddc5-5d26-bcb6-b897e957f949","","","","",""
"a2dc57a3-8a2f-53c1-844d-78af7f13a6de","","","","{""addr"":""http://100.35.47.56:18957/.i"",""allowed"":false}",""
"b152661b-a8da-5615-9d58-c238ae00e6e3","","","","",""
"bd225646-9c88-5c9b-a5dd-8b8526b80af5","","","","{""addr"":""https://studioag1.com.br/nadn/miiaxcdmtea"",""allowed"":false}",""
"ef180d98-a6cd-5628-a1b5-b8944d97bfef","","","","",""
"0e95ac5b-d0fb-57ef-82df-9ed734c2df25","","","","{""addr"":""https://rchobbyjakarta.com/onis/qakbot.zip"",""allowed"":false}",""
"8cb814ea-53d5-521c-8484-305377157f10","","","","",""
"0169410e-23ad-57e1-b61a-c1bbca024581","","","","{""addr"":""https://mediconetactical.com/qv/teiupmdcooimrxce"",""allowed"":false}",""
"ad4f3de3-8fca-5659-b2a6-395fcffd0d56","","","","",""
"7b706fa8-8a0e-5210-8300-d8dd3206a848","","","","{""addr"":""http://50.209.208.17:17989/.i"",""allowed"":false}",""
"12900316-dbf2-53d5-ab7e-40ab784c61b6","","","","",""
"6ac6ca0e-0f2c-5e40-89b8-95a09c6a4531","","","","{""addr"":""http://219.68.251.184:53387/.i"",""allowed"":false}",""
"2098a1ff-67e9-5915-be0d-65702a6ea259","","","","",""
"3b8d3a52-a67e-5ccd-91b9-2ff216351946","","","","{""addr"":""https://getyourtravelution.com/amii/iitptdacitdmuieep"",""allowed"":false}",""
"d798a3a3-babc-5cb2-b7e6-582454c22c1e","","","","",""
"a9ee8c76-4739-504b-a37d-89dce1d22493","","","","{""addr"":""https://wpvautopecas.com.br/sa/tgutvaefniiee"",""allowed"":false}",""
"1d2408f7-10b6-5bc9-8287-71eca2abfc6a","","","","",""
"937396c4-bc9d-50f5-836d-8f3a69f1cc8a","","","","{""addr"":""https://drrajuldesai.com/xtsa/trrimoesuu"",""allowed"":false}",""
"6977c3d3-06dc-5a6b-9281-0765536bcb11","","","","",""
"d9633234-e9f1-5558-b426-e9aa4c8e16da","","","","{""addr"":""https://cacrevivalchapel.com/mes/qbot.zip"",""allowed"":false}",""
"4c1171b3-6964-50d2-a337-1359841f142e","","","","",""
"251a5294-4fa5-5ba4-9caa-ba6eddf33ba2","","","","{""addr"":""http://188.152.93.248:9401/.i"",""allowed"":false}",""
"52e25dee-3ae4-5803-a97d-b924273f73b9","","","","",""
"19b4805d-8ad0-5176-bcca-ae4f32ab0c85","","","","{""addr"":""https://www.destinocuenca.com/libraries/oHuqdP31/"",""allowed"":false}",""
"52c09af8-dbd3-5f93-8b1b-5486f46f7080","","","","",""
"2261396f-c88c-57d5-aaa1-108d2aebf5a8","","","","{""addr"":""https://bizdemo.xyz/tesa/qbot.zip"",""allowed"":false}",""
"6c856f81-2a6b-55c9-af76-42f3d168eead","","","","",""
"abaf9b8d-21dc-5906-9df2-d222e6dda858","","","","{""addr"":""https://klogglobal.com/uent/eatuplsveaomutt"",""allowed"":false}",""
"30c7cdad-9d05-5cfc-af57-363b37a1f546","","","","",""
"62746552-92b7-55a7-a4a0-fcae4885cbe7","","","","{""addr"":""https://edu.pmvanini.rs.gov.br/tranquilly.php"",""allowed"":false}",""
"543d09f7-de3a-5f06-ae40-1ac1dd8e519d","","","","",""
"94c51b8a-2332-5e21-90b2-a83bcdc55e04","","","","{""addr"":""https://gamaorlando.com/elai/cniatuststbeusaei"",""allowed"":false}",""
"39644354-07b7-570f-8197-ae889be6a005","","","","",""
"b9eef06c-e218-59d3-9a93-0394e7fb2ab4","","","","{""addr"":""https://bodypainfacts.com/esr/aoeqntirusai"",""allowed"":false}",""
"0b2463be-34ff-572e-9d1d-879dfb11ddf0","","","","",""
"070b17d3-34c6-5548-9d36-84674ded1964","","","","{""addr"":""http://lojasweb.app.br/loa/tqedcouseuoosrraln"",""allowed"":false}",""
"e8b4cea5-24bb-5636-b5b5-33b527f1de25","","","","",""
"4aa291c2-dcf1-5ca0-aef0-53439e3a1428","","","","{""addr"":""https://basithamitech.com/ir/adaudernsqeaupi"",""allowed"":false}",""
"8fbd7c60-95cf-5006-901b-6f1cec81ca3f","","","","",""
"14e4b7f0-6112-5949-809e-c4959094a9b8","","","","{""addr"":""https://coffeebagsethiopia.com/tnci/utnteresed"",""allowed"":false}",""
"59fa0c24-721a-58e8-9a99-4a8c89f3ae6b","","","","",""
"955fdf50-aefa-5e9d-aa25-99aeb24aaf68","","","","{""addr"":""https://besthomegoods.in/aom/qbot.zip"",""allowed"":false}",""
"4195ab78-1e5b-5baa-ae93-82faa07de862","","","","",""
"e3016071-7532-588a-a8be-4e1eb2298666","","","","{""addr"":""https://thetriptouttarakhand.com/vr/tuaeumns"",""allowed"":false}",""
"be512f21-04c1-5b00-9e59-a49b32708791","","","","",""
"a542e206-8ce8-5407-b71a-7940181dfa25","","","","{""addr"":""https://certifiedlacrosserankings.com/lue/adheurumstcel"",""allowed"":false}",""
"66dfcc08-9538-5892-b744-004cf22afca0","","","","",""
"57eb344c-599b-5e21-928f-a181895ea33b","","","","{""addr"":""http://thevilla.in/ots/niionms"",""allowed"":false}",""
"b2f7be5b-1dcd-5db1-8cab-27d4906fafd8","","","","",""
"ef7fd493-c3e0-5bdf-a083-85636d33991d","","","","{""addr"":""https://enazawa.com/es/atucmnusctuasnia"",""allowed"":false}",""
"34ee0080-3835-5c0b-a0a1-fbafdde3f6d2","","","","",""
"921ad2af-97b0-53e5-a857-66f3d4344550","","","","{""addr"":""https://pinnaclehomes.co.nz/ieru/anvolupllastu"",""allowed"":false}",""
"0e3f6f54-f772-5877-8f25-2c69d307695d","","","","",""
"78297596-95cb-562a-9a10-e78cbd19dd17","","","","{""addr"":""https://koionrekber.com/srue/matneiis"",""allowed"":false}",""
"741b8dc5-82b9-5539-8795-c2e47de94b34","","","","",""
"2e3c9f53-e1ef-537f-8d6c-27a46d4ddd9c","","","","{""addr"":""https://ellenkicet.ac.in/odu/titspltuxuiueeabcpvro"",""allowed"":false}",""
"48403a0a-4c62-5449-81da-7e6669846b6d","","","","",""
"9b6c1054-f2b7-5a21-8254-bc197f79e4ae","","","","{""addr"":""http://82.81.134.133:38997/.i"",""allowed"":false}",""
"da40c652-1e5c-586f-b3e7-89d99b5dc262","","","","",""
"e244c914-f75f-5e8f-9dc0-3edbc4a078d4","","","","{""addr"":""https://douradosmetais.com.br/omt/tuteacnauqaoqreusr"",""allowed"":false}",""
"6234498e-2877-5772-b3c0-62c65a6b893f","","","","",""
"c75fb82f-1111-5974-a32c-177b508860bb","","","","{""addr"":""https://balancealimentaria.com/rsup/abeeaate"",""allowed"":false}",""
"72f5f65a-0106-5944-915b-06e9364a239e","","","","",""
"17b96d38-8966-5757-b422-8cc6300a44dc","","","","{""addr"":""http://112.242.246.170:60242/Mozi.m"",""allowed"":false}",""
"bcff6f98-9a95-54d8-83fd-fc4b0f2d5155","","","","",""
"9a9fdeb2-6c6c-59de-8dd3-2b9583ca6f27","","","","{""addr"":""https://bumbumsemcelulite.com.br/tavb/rmqdruealiui"",""allowed"":false}",""
"97bb6d02-25cf-5b51-aa4f-4b48fdb9c090","","","","",""
"a535e774-8aa2-5e78-bd63-072be83d793c","","","","{""addr"":""https://zeeeverse.com/uto/iaonveattier"",""allowed"":false}",""
"ec51f02d-361b-5b7b-9d5c-251cbfa7f85c","","","","",""
"21727020-143a-5550-adb8-314e984558de","","","","{""addr"":""https://amorcoruja.com.br/arcd/aba"",""allowed"":false}",""
"e36c4d02-7bbd-5231-a77a-452839021503","","","","",""
"195ce2b4-bbb9-50cf-924f-5c5d4084c708","","","","{""addr"":""https://ungguljayasakti.co.id/ere/hmceprtoei"",""allowed"":false}",""
"324e8602-06a5-53d8-90f0-72a245009370","","","","",""
"cbf68687-9fc0-5fe4-8039-6092a8a76b52","","","","{""addr"":""https://iemariscalcaceres.edu.pe/rrht/erteumr"",""allowed"":false}",""
"61573acb-ef68-528c-aaa8-86c68bf4a1ed","","","","",""
"f7d4b36e-3aa6-5e24-afb6-a18f61d0bd61","","","","{""addr"":""https://ie-leonxiii.edu.co/re/siumsicdpumu"",""allowed"":false}",""
"6a09faf1-b4e0-5bda-b800-07d34ba5f84c","","","","",""
"e43b9e28-4092-559a-ac6c-8ce5da52e646","","","","{""addr"":""https://athenaschoolofmanagement.com/iu/eienrrlemdtui"",""allowed"":false}",""
"31390edd-37fd-5ca4-b39f-d7e16e0f262c","","","","",""
"0a49b263-6780-526c-86a7-87968bf87981","","","","{""addr"":""http://91.213.50.70/Mblvtaho.png"",""allowed"":false}",""
"b6668692-bd01-5168-a1c2-69fedb25a27d","","","","",""
"390af2be-db58-5912-ba79-7dd6fd60dc1c","","","","{""addr"":""https://biktahai.com.pk/ai/ouidq"",""allowed"":false}",""
"42684250-164b-507d-be20-0a46b9fd8f0d","","","","",""
"e329bce0-086a-564d-b8d7-a1548973f8e2","","","","{""addr"":""https://gabrielazugliani.com.br/adx/tcuiscqoaeaiac"",""allowed"":false}",""
"cd583eaf-f7af-5767-8f5c-08ef2c3099f1","","","","",""
"11a57504-84c1-59f7-831e-8fba4fd3136a","","","","{""addr"":""https://bodypainfacts.com/esr/utaiqua"",""allowed"":false}",""
"2c5ff721-a6ed-5b8f-9a39-2b543560175e","","","","",""
"5117e931-5c4a-50a1-87a0-41f35ce72b79","","","","{""addr"":""https://payamtahrir.ir/mai/qakbot.zip"",""allowed"":false}",""
"51ba7199-0317-5340-8ac0-e10e65fdd5fb","","","","",""
"2e85cd99-c637-5a4c-81cd-f13d7725af5a","","","","{""addr"":""https://storage.googleapis.com/rs86sgdl.appspot.com/o/11q8JI3.htm"",""allowed"":false}",""
"4bc9b882-5621-5c43-b582-c82cb19b38f0","","","","",""
"1f4956c4-f2f5-5713-a860-8685f1348be1","","","","{""addr"":""https://petodorstainremoval.com/odr/qslifcuaoi"",""allowed"":false}",""
"78cf21b3-8967-5db4-94f2-da842ef136d5","","","","",""
"132af418-b490-58c5-a68e-a93485712063","","","","{""addr"":""https://sbgranites.com/oiq/insutpas"",""allowed"":false}",""
"9b09b8ca-ef67-5fd3-b4da-b4bcd57dc32b","","","","",""
"a1260ae7-48b7-50ab-ac86-7ee4b46b5c5f","","","","{""addr"":""http://72.131.114.175:61761/.i"",""allowed"":false}",""
"99d4c7aa-63b3-5394-a984-ece7deb292ef","","","","",""
"75addf46-2b60-5ec9-a025-458a3325dafd","","","","{""addr"":""https://santoshpolymers.com/sesq/qisaiquu"",""allowed"":false}",""
"28c3262f-cf95-5b14-b19a-795f90f7ca85","","","","",""
"910ed3f2-ba09-59be-b420-fa0370ab7dcd","","","","{""addr"":""https://infinitium8.com/te/qakbot.zip"",""allowed"":false}",""
"05c92292-a403-5dd4-8e73-01a721c14d19","","","","",""
"772b9476-90c0-5647-8134-7852a5873187","","","","{""addr"":""https://insidemaxi.com/aect/index.php?e=qbot.zip"",""allowed"":false}",""
"78ec8502-ad25-536c-8920-77a1c5f92b8f","","","","",""
"1ce6e384-11b6-5ed3-9c7b-722e3723d4de","","","","{""addr"":""https://extranet.co.in/ato/qakbot.zip"",""allowed"":false}",""
"17fd0f64-f46d-571e-acb8-78ac321dc735","","","","",""
"53e90567-2cda-5783-933b-80d157d10109","","","","{""addr"":""https://codigoimport.com.br/iq/ariiolbanosm"",""allowed"":false}",""
"db967c76-06f3-5741-8465-a577b63d2494","","","","",""
"8eadfcab-edff-50d3-9906-a0fe991d7a4e","","","","{""addr"":""https://uparjon.xyz/mat/qakbot.zip"",""allowed"":false}",""
"dcdf4fe0-a532-5e49-b9b7-a6cf95cef081","","","","",""
"fdfd1d18-e90a-5af1-aa9e-b12a0bb83a03","","","","{""addr"":""https://sipsoft.in/nar/avteuiamn"",""allowed"":false}",""
"b810b145-c2c7-5b72-8288-e3d6412e30ff","","","","",""
"d39e8b85-9f2a-5b6f-80c7-8793c46e5563","","","","{""addr"":""https://asteri-tech.com/lai/uadit"",""allowed"":false}",""
"37e0fb0c-8551-5d6c-9ac2-42cf239c37a8","","","","",""
"0c0b0a46-c9ff-54fc-a16d-70690abdcac4","","","","{""addr"":""https://42502d2a-e7ed-4a16-9f11-33ffe6c54021.usrfiles.com/ugd/42502d_9b82590c8e324ebd9a815121cac32479.txt"",""allowed"":false}",""
"65e1636c-050f-5e0d-9c09-90a1df2bc864","","","","",""
"79732c6c-6cb2-5873-902b-d1c56d07a668","","","","{""addr"":""https://desmond-chow.com/teo/reratmu"",""allowed"":false}",""
"a1e2a49c-cb60-58d1-8646-f355da133d7e","","","","",""
"ff64c731-f96e-58e2-b2ef-0f0d97197bcd","","","","{""addr"":""https://reeltechsolutions.com/im/elnoimsivt"",""allowed"":false}",""
"bea12819-3724-5edb-b8c5-a877273f6faa","","","","",""
"f175b225-f20b-5925-aa75-ff56f77bf867","","","","{""addr"":""https://apexfreights.com/so/ueomtistrvln"",""allowed"":false}",""
