"id","ruleid","rulename","malicious"
"f17777ea-f4d0-4439-b3bb-8d9c6cdf0e24","f9d60495-4328-50b6-89b0-0ab62aadeeea","Time2Technology Wifi Smart Socket/multicast",""
"f17777ea-f4d0-4439-b3bb-8d9c6cdf0e24","01be7643-e0b9-58dd-b517-19a08168e165","Time2Technology Wifi Smart Socket/smtps",""
"f17777ea-f4d0-4439-b3bb-8d9c6cdf0e24","0c3979d0-d234-59e6-ad39-a82fc2949ff0","Time2Technology Wifi Smart Socket/telnet",""
"f17777ea-f4d0-4439-b3bb-8d9c6cdf0e24","d638a35a-1f71-5e26-aefc-55e289f04c21","Time2Technology Wifi Smart Socket/imap-tls",""
"f17777ea-f4d0-4439-b3bb-8d9c6cdf0e24","962a9f9a-fa16-5275-95ff-39f35516d585","Time2Technology Wifi Smart Socket/gateway",""
"f17777ea-f4d0-4439-b3bb-8d9c6cdf0e24","a85b8286-3883-5299-9794-a49cde2fb687","Time2Technology Wifi Smart Socket/dhcp",""
"f17777ea-f4d0-4439-b3bb-8d9c6cdf0e24","57f3ce4c-47c8-56c3-8e17-6024d807eb39","Time2Technology Wifi Smart Socket/dns",""
"f17777ea-f4d0-4439-b3bb-8d9c6cdf0e24","20ca0bbd-3f6a-5323-a507-75d00c540993","Time2Technology Wifi Smart Socket/broadcast",""
"f17777ea-f4d0-4439-b3bb-8d9c6cdf0e24","85a23cb4-155f-5e55-91c4-878c039c0376","Time2Technology Wifi Smart Socket/ssh",""
"521047e2-5263-489f-93b9-ac068b2ad0c9","ac2cd837-f98d-56d7-9ed9-515761e423ac","Smart WiFi Scale/ntp",""
"521047e2-5263-489f-93b9-ac068b2ad0c9","2493a2c0-050c-5c74-a905-e9ab356f16ac","Smart WiFi Scale/internet",""
"521047e2-5263-489f-93b9-ac068b2ad0c9","9f720517-b80b-5176-88da-46de83a384c2","Smart WiFi Scale/localnetwork",""
"521047e2-5263-489f-93b9-ac068b2ad0c9","16457167-a1b3-5405-a87f-8f938f5f1322","Smart WiFi Scale/microsoftds",""
"521047e2-5263-489f-93b9-ac068b2ad0c9","186ed5dc-0356-5945-bf0b-32cb82682ae8","Smart WiFi Scale/netbios",""
"521047e2-5263-489f-93b9-ac068b2ad0c9","0d6408e6-9562-575a-ade5-f2c562792d19","Smart WiFi Scale/multicast",""
"521047e2-5263-489f-93b9-ac068b2ad0c9","d71e7c8e-6253-5d22-bac0-8d1b8de73b34","Smart WiFi Scale/smtps",""
"521047e2-5263-489f-93b9-ac068b2ad0c9","1e52d787-a2a7-5844-a511-1fc4cee81fc6","Smart WiFi Scale/telnet",""
"521047e2-5263-489f-93b9-ac068b2ad0c9","a3f3cd8b-b361-5ba0-98da-9ff5f4686b5b","Smart WiFi Scale/imap-tls",""
"521047e2-5263-489f-93b9-ac068b2ad0c9","4828b4a0-3a64-59df-af02-339e8375c0dd","Smart WiFi Scale/gateway",""
"521047e2-5263-489f-93b9-ac068b2ad0c9","95e7fcfe-b6a9-55c4-9b2f-f21d715fa78e","Smart WiFi Scale/dhcp",""
"521047e2-5263-489f-93b9-ac068b2ad0c9","827fd012-22a1-58ba-aa85-d400595616a4","Smart WiFi Scale/dns",""
"521047e2-5263-489f-93b9-ac068b2ad0c9","5bf9e23e-b6e3-5e52-94aa-72694fa464c3","Smart WiFi Scale/broadcast",""
"521047e2-5263-489f-93b9-ac068b2ad0c9","b966f0fa-7a42-5d50-b610-7cd377f9171c","Smart WiFi Scale/ssh",""
